ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.PagoDeServicios	pagodeservicios	1746056568863	 	3.3.1
REQUEST	190		PagoDeServicios	1746056570830	1746056571625	OK	 
USER	Pago de servicios con concurrencia alta	190	END	1746056570829	1746056571626
USER	Pago de servicios con concurrencia alta	125	END	1746056570815	1746056571626
REQUEST	41		PagoDeServicios	1746056570801	1746056571627	OK	 
USER	Pago de servicios con concurrencia alta	41	END	1746056570800	1746056571628
REQUEST	65		PagoDeServicios	1746056570806	1746056571631	OK	 
USER	Pago de servicios con concurrencia alta	65	END	1746056570805	1746056571633
REQUEST	11		PagoDeServicios	1746056570783	1746056571643	OK	 
REQUEST	147		PagoDeServicios	1746056570832	1746056571643	OK	 
USER	Pago de servicios con concurrencia alta	147	END	1746056570819	1746056571644
USER	Pago de servicios con concurrencia alta	11	END	1746056570651	1746056571644
REQUEST	115		PagoDeServicios	1746056570813	1746056571644	OK	 
USER	Pago de servicios con concurrencia alta	115	END	1746056570813	1746056571645
REQUEST	68		PagoDeServicios	1746056570805	1746056571650	OK	 
REQUEST	154		PagoDeServicios	1746056570822	1746056571650	OK	 
USER	Pago de servicios con concurrencia alta	154	END	1746056570821	1746056571651
USER	Pago de servicios con concurrencia alta	68	END	1746056570805	1746056571651
REQUEST	131		PagoDeServicios	1746056570825	1746056571655	OK	 
REQUEST	97		PagoDeServicios	1746056570811	1746056571655	OK	 
USER	Pago de servicios con concurrencia alta	131	END	1746056570817	1746056571656
USER	Pago de servicios con concurrencia alta	97	END	1746056570810	1746056571656
REQUEST	171		PagoDeServicios	1746056570825	1746056571659	OK	 
USER	Pago de servicios con concurrencia alta	171	END	1746056570825	1746056571660
REQUEST	113		PagoDeServicios	1746056570813	1746056571662	OK	 
REQUEST	137		PagoDeServicios	1746056570822	1746056571662	OK	 
REQUEST	69		PagoDeServicios	1746056570806	1746056571662	OK	 
USER	Pago de servicios con concurrencia alta	113	END	1746056570813	1746056571663
USER	Pago de servicios con concurrencia alta	137	END	1746056570817	1746056571663
USER	Pago de servicios con concurrencia alta	69	END	1746056570805	1746056571663
REQUEST	102		PagoDeServicios	1746056570812	1746056571663	OK	 
USER	Pago de servicios con concurrencia alta	102	END	1746056570811	1746056571664
REQUEST	165		PagoDeServicios	1746056570824	1746056571666	OK	 
USER	Pago de servicios con concurrencia alta	165	END	1746056570823	1746056571666
REQUEST	5		PagoDeServicios	1746056570783	1746056571670	OK	 
REQUEST	99		PagoDeServicios	1746056570828	1746056571671	OK	 
USER	Pago de servicios con concurrencia alta	5	END	1746056570650	1746056571671
USER	Pago de servicios con concurrencia alta	99	END	1746056570811	1746056571672
REQUEST	142		PagoDeServicios	1746056570819	1746056571673	OK	 
USER	Pago de servicios con concurrencia alta	142	END	1746056570818	1746056571674
REQUEST	82		PagoDeServicios	1746056570808	1746056571678	OK	 
USER	Pago de servicios con concurrencia alta	82	END	1746056570808	1746056571680
REQUEST	134		PagoDeServicios	1746056570817	1746056571683	OK	 
USER	Pago de servicios con concurrencia alta	134	END	1746056570817	1746056571685
REQUEST	96		PagoDeServicios	1746056570811	1746056571685	OK	 
USER	Pago de servicios con concurrencia alta	96	END	1746056570810	1746056571686
REQUEST	120		PagoDeServicios	1746056570815	1746056571695	OK	 
REQUEST	61		PagoDeServicios	1746056570804	1746056571695	OK	 
REQUEST	86		PagoDeServicios	1746056570809	1746056571695	OK	 
REQUEST	162		PagoDeServicios	1746056570823	1746056571695	OK	 
REQUEST	21		PagoDeServicios	1746056570783	1746056571695	OK	 
USER	Pago de servicios con concurrencia alta	120	END	1746056570814	1746056571696
USER	Pago de servicios con concurrencia alta	61	END	1746056570804	1746056571696
USER	Pago de servicios con concurrencia alta	86	END	1746056570808	1746056571696
REQUEST	164		PagoDeServicios	1746056570824	1746056571698	OK	 
USER	Pago de servicios con concurrencia alta	162	END	1746056570822	1746056571696
REQUEST	95		PagoDeServicios	1746056570811	1746056571698	OK	 
USER	Pago de servicios con concurrencia alta	21	END	1746056570655	1746056571698
USER	Pago de servicios con concurrencia alta	95	END	1746056570810	1746056571700
USER	Pago de servicios con concurrencia alta	164	END	1746056570823	1746056571700
REQUEST	177		PagoDeServicios	1746056570827	1746056571749	OK	 
USER	Pago de servicios con concurrencia alta	177	END	1746056570826	1746056571751
REQUEST	51		PagoDeServicios	1746056570803	1746056571752	OK	 
REQUEST	191		PagoDeServicios	1746056570830	1746056571752	OK	 
USER	Pago de servicios con concurrencia alta	51	END	1746056570802	1746056571753
USER	Pago de servicios con concurrencia alta	191	END	1746056570829	1746056571753
REQUEST	66		PagoDeServicios	1746056570805	1746056571755	OK	 
USER	Pago de servicios con concurrencia alta	66	END	1746056570805	1746056571757
REQUEST	192		PagoDeServicios	1746056570830	1746056571772	OK	 
USER	Pago de servicios con concurrencia alta	192	END	1746056570829	1746056571774
REQUEST	3		PagoDeServicios	1746056570783	1746056571783	OK	 
REQUEST	85		PagoDeServicios	1746056570809	1746056571785	OK	 
USER	Pago de servicios con concurrencia alta	3	END	1746056570649	1746056571785
USER	Pago de servicios con concurrencia alta	85	END	1746056570808	1746056571787
REQUEST	87		PagoDeServicios	1746056570809	1746056571787	OK	 
REQUEST	158		PagoDeServicios	1746056570822	1746056571788	OK	 
USER	Pago de servicios con concurrencia alta	87	END	1746056570809	1746056571789
USER	Pago de servicios con concurrencia alta	158	END	1746056570822	1746056571790
REQUEST	180		PagoDeServicios	1746056570828	1746056571793	OK	 
USER	Pago de servicios con concurrencia alta	180	END	1746056570827	1746056571794
REQUEST	101		PagoDeServicios	1746056570812	1746056571809	OK	 
REQUEST	46		PagoDeServicios	1746056570802	1746056571809	OK	 
REQUEST	127		PagoDeServicios	1746056570816	1746056571810	OK	 
REQUEST	146		PagoDeServicios	1746056570819	1746056571810	OK	 
USER	Pago de servicios con concurrencia alta	101	END	1746056570811	1746056571811
USER	Pago de servicios con concurrencia alta	46	END	1746056570802	1746056571811
USER	Pago de servicios con concurrencia alta	127	END	1746056570816	1746056571811
USER	Pago de servicios con concurrencia alta	146	END	1746056570819	1746056571811
REQUEST	175		PagoDeServicios	1746056570826	1746056571812	OK	 
REQUEST	110		PagoDeServicios	1746056570813	1746056571812	OK	 
USER	Pago de servicios con concurrencia alta	175	END	1746056570826	1746056571813
USER	Pago de servicios con concurrencia alta	110	END	1746056570812	1746056571813
REQUEST	187		PagoDeServicios	1746056570830	1746056571814	OK	 
REQUEST	94		PagoDeServicios	1746056570810	1746056571814	OK	 
USER	Pago de servicios con concurrencia alta	187	END	1746056570828	1746056571816
USER	Pago de servicios con concurrencia alta	94	END	1746056570810	1746056571816
REQUEST	103		PagoDeServicios	1746056570812	1746056571819	OK	 
REQUEST	200		PagoDeServicios	1746056570832	1746056571820	OK	 
USER	Pago de servicios con concurrencia alta	103	END	1746056570811	1746056571820
USER	Pago de servicios con concurrencia alta	200	END	1746056570831	1746056571821
REQUEST	136		PagoDeServicios	1746056570818	1746056571825	OK	 
USER	Pago de servicios con concurrencia alta	136	END	1746056570817	1746056571826
REQUEST	34		PagoDeServicios	1746056570799	1746056571833	OK	 
REQUEST	188		PagoDeServicios	1746056570829	1746056571833	OK	 
REQUEST	133		PagoDeServicios	1746056570817	1746056571833	OK	 
REQUEST	15		PagoDeServicios	1746056570784	1746056571833	OK	 
USER	Pago de servicios con concurrencia alta	15	END	1746056570652	1746056571834
USER	Pago de servicios con concurrencia alta	133	END	1746056570817	1746056571834
USER	Pago de servicios con concurrencia alta	188	END	1746056570828	1746056571834
USER	Pago de servicios con concurrencia alta	34	END	1746056570799	1746056571834
REQUEST	167		PagoDeServicios	1746056570824	1746056571835	OK	 
USER	Pago de servicios con concurrencia alta	167	END	1746056570824	1746056571836
REQUEST	76		PagoDeServicios	1746056570807	1746056571841	OK	 
USER	Pago de servicios con concurrencia alta	76	END	1746056570807	1746056571842
REQUEST	166		PagoDeServicios	1746056570824	1746056571843	OK	 
REQUEST	169		PagoDeServicios	1746056570825	1746056571843	OK	 
USER	Pago de servicios con concurrencia alta	169	END	1746056570824	1746056571844
USER	Pago de servicios con concurrencia alta	166	END	1746056570824	1746056571845
REQUEST	128		PagoDeServicios	1746056570817	1746056571846	OK	 
REQUEST	37		PagoDeServicios	1746056570800	1746056571846	OK	 
USER	Pago de servicios con concurrencia alta	37	END	1746056570800	1746056571848
USER	Pago de servicios con concurrencia alta	128	END	1746056570816	1746056571848
REQUEST	182		PagoDeServicios	1746056570828	1746056571850	OK	 
REQUEST	163		PagoDeServicios	1746056570823	1746056571850	OK	 
USER	Pago de servicios con concurrencia alta	182	END	1746056570827	1746056571851
USER	Pago de servicios con concurrencia alta	163	END	1746056570823	1746056571852
REQUEST	53		PagoDeServicios	1746056570803	1746056571854	OK	 
REQUEST	108		PagoDeServicios	1746056570812	1746056571856	OK	 
USER	Pago de servicios con concurrencia alta	53	END	1746056570803	1746056571856
USER	Pago de servicios con concurrencia alta	108	END	1746056570812	1746056571857
REQUEST	151		PagoDeServicios	1746056570820	1746056571858	OK	 
USER	Pago de servicios con concurrencia alta	151	END	1746056570820	1746056571859
REQUEST	197		PagoDeServicios	1746056570831	1746056571860	OK	 
USER	Pago de servicios con concurrencia alta	197	END	1746056570831	1746056571861
REQUEST	153		PagoDeServicios	1746056570821	1746056571866	OK	 
REQUEST	119		PagoDeServicios	1746056570815	1746056571866	OK	 
REQUEST	170		PagoDeServicios	1746056570825	1746056571867	OK	 
USER	Pago de servicios con concurrencia alta	119	END	1746056570814	1746056571868
USER	Pago de servicios con concurrencia alta	153	END	1746056570821	1746056571868
USER	Pago de servicios con concurrencia alta	170	END	1746056570824	1746056571869
REQUEST	135		PagoDeServicios	1746056570817	1746056571869	OK	 
REQUEST	132		PagoDeServicios	1746056570824	1746056571870	OK	 
USER	Pago de servicios con concurrencia alta	135	END	1746056570817	1746056571870
REQUEST	130		PagoDeServicios	1746056570817	1746056571870	OK	 
USER	Pago de servicios con concurrencia alta	130	END	1746056570816	1746056571871
USER	Pago de servicios con concurrencia alta	132	END	1746056570817	1746056571871
REQUEST	183		PagoDeServicios	1746056570828	1746056571872	OK	 
USER	Pago de servicios con concurrencia alta	183	END	1746056570828	1746056571873
REQUEST	26		PagoDeServicios	1746056570799	1746056571876	OK	 
USER	Pago de servicios con concurrencia alta	26	END	1746056570798	1746056571877
REQUEST	148		PagoDeServicios	1746056570820	1746056572521	OK	 
USER	Pago de servicios con concurrencia alta	148	END	1746056570819	1746056572522
REQUEST	145		PagoDeServicios	1746056570820	1746056572526	OK	 
REQUEST	189		PagoDeServicios	1746056570829	1746056572526	OK	 
USER	Pago de servicios con concurrencia alta	189	END	1746056570828	1746056572527
USER	Pago de servicios con concurrencia alta	145	END	1746056570819	1746056572528
REQUEST	90		PagoDeServicios	1746056570810	1746056572530	OK	 
REQUEST	129		PagoDeServicios	1746056570817	1746056572530	OK	 
USER	Pago de servicios con concurrencia alta	90	END	1746056570809	1746056572532
USER	Pago de servicios con concurrencia alta	129	END	1746056570816	1746056572532
REQUEST	194		PagoDeServicios	1746056570831	1746056572532	OK	 
USER	Pago de servicios con concurrencia alta	194	END	1746056570830	1746056572533
REQUEST	123		PagoDeServicios	1746056570815	1746056572535	OK	 
USER	Pago de servicios con concurrencia alta	123	END	1746056570815	1746056572536
REQUEST	59		PagoDeServicios	1746056570805	1746056572537	OK	 
USER	Pago de servicios con concurrencia alta	59	END	1746056570803	1746056572538
REQUEST	140		PagoDeServicios	1746056570818	1746056572539	OK	 
USER	Pago de servicios con concurrencia alta	140	END	1746056570818	1746056572540
REQUEST	141		PagoDeServicios	1746056570820	1746056572543	OK	 
USER	Pago de servicios con concurrencia alta	141	END	1746056570818	1746056572544
REQUEST	31		PagoDeServicios	1746056570801	1746056572546	OK	 
REQUEST	150		PagoDeServicios	1746056570820	1746056572546	OK	 
USER	Pago de servicios con concurrencia alta	31	END	1746056570799	1746056572547
USER	Pago de servicios con concurrencia alta	150	END	1746056570820	1746056572547
REQUEST	198		PagoDeServicios	1746056570831	1746056572547	OK	 
USER	Pago de servicios con concurrencia alta	198	END	1746056570831	1746056572549
REQUEST	173		PagoDeServicios	1746056570826	1746056572551	OK	 
USER	Pago de servicios con concurrencia alta	173	END	1746056570825	1746056572552
REQUEST	93		PagoDeServicios	1746056570810	1746056572553	OK	 
USER	Pago de servicios con concurrencia alta	93	END	1746056570810	1746056572554
REQUEST	159		PagoDeServicios	1746056570822	1746056572557	OK	 
USER	Pago de servicios con concurrencia alta	159	END	1746056570822	1746056572559
REQUEST	196		PagoDeServicios	1746056570831	1746056572643	OK	 
USER	Pago de servicios con concurrencia alta	196	END	1746056570830	1746056572644
REQUEST	74		PagoDeServicios	1746056570807	1746056581220	OK	 
USER	Pago de servicios con concurrencia alta	74	END	1746056570806	1746056581222
REQUEST	2		PagoDeServicios	1746056570783	1746056581237	OK	 
USER	Pago de servicios con concurrencia alta	2	END	1746056570649	1746056581239
REQUEST	100		PagoDeServicios	1746056570811	1746056581240	OK	 
USER	Pago de servicios con concurrencia alta	100	END	1746056570811	1746056581241
REQUEST	88		PagoDeServicios	1746056570809	1746056581249	OK	 
REQUEST	81		PagoDeServicios	1746056570808	1746056581249	OK	 
USER	Pago de servicios con concurrencia alta	88	END	1746056570809	1746056581251
USER	Pago de servicios con concurrencia alta	81	END	1746056570808	1746056581251
REQUEST	106		PagoDeServicios	1746056570813	1746056581257	OK	 
USER	Pago de servicios con concurrencia alta	106	END	1746056570812	1746056581259
REQUEST	84		PagoDeServicios	1746056570809	1746056581263	OK	 
REQUEST	186		PagoDeServicios	1746056570839	1746056581264	OK	 
USER	Pago de servicios con concurrencia alta	84	END	1746056570808	1746056581266
USER	Pago de servicios con concurrencia alta	186	END	1746056570828	1746056581267
REQUEST	178		PagoDeServicios	1746056570827	1746056581291	OK	 
USER	Pago de servicios con concurrencia alta	178	END	1746056570826	1746056581293
REQUEST	70		PagoDeServicios	1746056570806	1746056581350	OK	 
USER	Pago de servicios con concurrencia alta	70	END	1746056570806	1746056581352
